FID,src_name,src_link,ev_id,ev_date,ev_time,ev_title,ev_desc,loc_desc,loc_accu,ls_cat,ls_trig,ls_size,ls_setting,fatalities,injuries,storm_name,photo_link,comments,ev_imp_src,ev_imp_id,latitude,longitude,ctry_name,ctry_code,div_name,gaz_point,gaz_dist,sub_date,edit_date,lon,lat,dt
11818,Business Standard,http://www.business-standard.com/article/pti-stories/teenager-killed-as-landslide-hits-patan-in-kashmir-114041500884_1.html,5994,1397520000000.0, ,"Patan, Baramulla District","A 16-year-old boy was killed in a landslide at Patan in north Kashmir's Baramulla district, police said today. Akhter Hussain Sofi, a resident of Udina village in Patan, was buried alive when a landslide struck close to his home, they said. His body had","Patan, Baramulla District",5km,landslide,unknown,small,unknown,1,0, , , ,GLC,5994,34.209,74.3524,India,IN,Jammu and Kashmir,Baramula,0.5,1408838400000.0,1606348800000,8276871.3072577985,4056900.263229647,2014-04-15
11838,ekantipur.com,http://ekantipur.com/2013/07/23/top-story/floods-landslides-bring-misery-8-dead-13-missing/375202.html,5167,1374451200000.0, ,"Marbu Vdc-1, Dolakha","In Dolakha, five members of a family are missing after a landslide swept away their house in Marbu VDC-1. There were no signs of Pale Thami, Shivalaxmi, Januma, Binod and Sanju until late in the evening.","Marbu Vdc-1, Dolakha",10km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5167,27.7898,86.3499,Nepal,NP,Janakpur,Mount Everest,43.67,1396310400000.0,1606348800000,9612426.898050098,3222498.1336706597,2013-07-22
11843,timesofindia.indiatimes,http://timesofindia.indiatimes.com/india/13-killed-as-rains-wrack-havoc-in-north-and-eastern-India-/articleshow/6532367.cms,2411,1284076800000.0, ,"districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province","Sep 10, 2010, 09.40pm IST  NEW DELHI: Thirteen people were killed as heavy monsoon rains wracked havoc in north and east India, triggering landslides and inundating lakhs of acres of farmland on Friday.  At least eight people were buried alive under the","districts Lakhimpur, Dhemaji, Golaghat, and Sonitpur, Assam province",unknown,landslide,downpour,medium,unknown,0,0, , , ,GLC,2411,27.0011,93.7273,India,IN,Arunachal Pradesh,Dergaon,41.08,1396310400000.0,1606348800000,10433675.309428398,3123609.1802405883,2010-09-10
11848,www.nagalandpost.com,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA0NDE4MQ%3D%3D-6hneqQH1frg%3D,5338,1376611200000.0, ,"Longlem, Nagaland",Two villages- Oting and Longlem under 41 Tizit A/C remained  cut-off from the rest of the district due to heavy mudslide that occurred on August 16 last. The mudslide covered about 60-70 metre stretch of road near Longlem village. It has been reported th,"Longlem, Nagaland",25km,landslide,rain,medium,unknown,0,0, , , ,GLC,5338,26.8727,94.9275,India,IN,Nagaland,Mon,20.79,1396310400000.0,1606348800000,10567280.962278483,3107576.2789267562,2013-08-16
11882,dnaindia,http://www.dnaindia.com/india/report_three-killed-as-heavy-rains-continue-to-lash-uttarakhand_1412378,2104,1279584000000.0, ,"Tanakupur-Pitoragarh highway, Kumaon(Kumaun) region, Uttarakhand",also at Tanakpur-Pithoragarh Highway in Kumaon region.,"Tanakupur-Pitoragarh highway, Kumaon(Kumaun) region, Uttarakhand",50km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2104,29.36,80.126,India,IN,Uttaranchal,Pithoragarh,26.55,1396310400000.0,1606348800000,8919585.519301843,3421546.2482611416,2010-07-20
11884,gsi.gov,"http://www.portal.gsi.gov.in/portal/page?_pageid=127,875814&_dad=portal&_schema=PORTAL",2228,1281312000000.0, ,"Dharasu and Nalupani near Uttarkashi on Rishikesh – Gangotri highway, Uttarakhand",Landslides between Dharasu and Nalupani near Uttarkashi and at Menagarh near Sukki on the same day blocked the Rishikesh – Gangotri highway.,"Dharasu and Nalupani near Uttarkashi on Rishikesh – Gangotri highway, Uttarakhand",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2228,30.6785,78.3475,India,IN,Uttaranchal,Uttarkashi,10.72,1396310400000.0,1606348800000,8721603.80492601,3591066.258792908,2010-08-09
11885,www.myrepublica.com,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=58241,5169,1374451200000.0, ,Chitwan,"Moreover, five of a same family at Marbu-1 in Dolakha and another four in Chitwan have gone missing in landslides. Pale Thami,84, his wife Siva Laxmi, 70, daughter Jamuna, 40, grandson Binod, 14, and granddaughter Sanju, 12, have gone missing after their",Chitwan,25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5169,27.5,84.6663,Nepal,NP,Narayani,Jhawani,16.88,1396310400000.0,1606348800000,9425009.403350543,3186080.233365018,2013-07-22
11894,ANINEWS,http://www.aninews.in/videogallery9/29506-landslide-in-kashmir-disrupts-vehicular-movement-on-national-highway.html,6299,1414281600000.0, ,Batote,Landslide in Ramban district of Jammu and Kashmir disrupted vehicular movement on the national highway. The big boulders and soil besides big pine trees rolled down on to the road in Batote areas that blocked vehicular traffic. Efforts are being made at,Batote,25km,landslide,unknown,medium,above_road,0,0, , , ,GLC,6299,33.1206,75.3142,India,IN,Jammu and Kashmir,Doda,21.91,1414368000000.0,1606348800000,8383938.393502775,3911322.558681197,2014-10-26
11895,thaindian,http://www.thaindian.com/newsportal/uncategorized/landslides-hit-transportation-of-apple-crop-in-himachal-pradesh_10085625.html,725,1218931200000.0, ,Shimla district,blocked road and prevented apple growers from getting their produce to markets,Shimla district,25km,landslide,rain,medium,unknown,0,0, , , ,GLC,725,31.1,77.16,India,IN,Himachal Pradesh,Simla,8.65,1396310400000.0,1606348800000,8589411.909608997,3645742.868003541,2008-08-17
11910,myRepublica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=81141,6524,1408060800000.0, ,Rak-2,"Mikesh Oli, who was also injured in the mudslide, is receiving treatment at the district.",Rak-2,50km,mudslide,unknown,medium,unknown,2,2, , , ,GLC,6524,28.4414,82.624,Nepal,NP,Rapti,Jelbang,13.7,1418688000000.0,1606348800000,9197661.607303444,3304739.074965648,2014-08-15
11916,The Statesman,http://www.thestatesman.com/news/northeast/landslides-snap-siliguri-gangtok-road-link/70121.html,6966,1434499200000.0, ,"National Highway 31A, Darjeeling Hills","Note: one article listed multiple landslides, unspecific. Following heavy rainfall in the Darjeeling hills, there were three landslides at three spots on National Highway 31A, considered the lifeline of Sikkim.","National Highway 31A, Darjeeling Hills",50km,landslide,downpour,small,unknown,0,0, , , ,GLC,6966,26.9974,88.4314,India,IN,West Bengal,Kalimpong,9.67,1435190400000.0,1606348800000,9844138.418136299,3123146.9172180393,2015-06-17
11917,hindu,http://www.hindu.com/thehindu/holnus/002200806161042.htm,588,1213488000000.0, ,"Charan Padika, Jammu",Landslides triggered by rains struck en route the Vaishnodevi shrine,"Charan Padika, Jammu",50km,landslide,rain,medium,unknown,0,0, , , ,GLC,588,32.5659,75.0944,India,IN,Jammu and Kashmir,Chhanni,11.02,1396310400000.0,1606348800000,8359470.369426411,3837825.188088186,2008-06-15
11919,articles.timesofindia.indiatimes.com,http://articles.timesofindia.indiatimes.com/2013-08-28/india/41536924_1_landslides-highway-road-connectivity,5382,1377043200000.0, ,Kullu-Anni Highway,Landslides triggered by heavy rainfall have blocked the Kullu-Anni highway at two places and residents of hundreds of villages falling under 58 panchayats in Anni and Nirmand sub-divisions of Kullu have no road connectivity with the district headquarter,Kullu-Anni Highway,25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5382,31.5375,77.3737,India,IN,Himachal Pradesh,Manglaor,12.68,1396310400000.0,1606348800000,8613200.884791516,3702752.259600381,2013-08-21
11923,ekantipur,http://www.ekantipur.com/2012/06/14/headlines/Mudslide-claims-two/355563/,4409,1339545600000.0, ,"Bahadurpur VDC , Palpa",Two women were killed and another one injured after they were buried in a mudslide at Bahadurpur VDC in Palpa district on Wednesday.,"Bahadurpur VDC , Palpa",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,4409,27.828,83.6349,Nepal,NP,Lumbini,Tansen,9.81,1396310400000.0,1606348800000,9310194.480546365,3227305.7806078885,2012-06-13
11926,himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,2461,1284854400000.0, ,"Karcham-Sangla rd, Himachal Pradesh","Though the administration was able to evacuate 43 trekkers on Tuesday but another 51 tourists, which include 5 French nationals, 11 Germans, 8 Israeli’s and 27 Bengali tourists are stranded in Sangla as the Karcham- Sangla road is blocked because of a","Karcham-Sangla rd, Himachal Pradesh",5km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2461,31.4582,78.2114,India,IN,Himachal Pradesh,Oling,6.92,1396310400000.0,1606348800000,8706453.222229047,3692399.2006650916,2010-09-19
11934,Kantipuronline.com,"http://64.233.169.104/search?q=cache:19hiPl7NTa0J:www.kantipuronline.com/kolnews.php?nid=120850+PARBAT,+Aug+29+-+Hundreds+of+passengers+have+been+stranded+Wednesday+following+landslides+that+obstructed+Pokhara-Baglung+highway&hl=en&ct=clnk&cd=1&gl=us&",216,1188259200000.0, ,Pokhara-Baglung highway in Parbat district,Wiped out parts of road and stranded people,Pokhara-Baglung highway in Parbat district,25km,landslide,rain,medium,unknown,5,0, , , ,GLC,216,28.3323,83.7438,Nepal,NP,Gandaki,Chanarung,7.64,1396310400000.0,1606348800000,9322317.173093753,3290934.1839077827,2007-08-28
11940,thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+obstructs+Bhimphedi-Kulekhani+road&NewsID=258171,2447,1284768000000.0,09:00,"Sisneri rd(?), between Hetuda and Pharping","2010-09-18 9:54 AM  BHIMPHEDI: Hetauda-Kulekhani road has been disrupted due to the landslide triggered by incessant rain.  The landslide also caused obstruction in Sisneri road since this morning, informed chairperson of Tempo Entrepreneurs Association","Sisneri rd(?), between Hetuda and Pharping",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2447,27.509,85.1505,Nepal,NP,Narayani,Kisipidi,21.49,1396310400000.0,1606348800000,9478910.30079265,3187209.775810202,2010-09-18
11941,Telegraph India,http://www.telegraphindia.com/1070911/asp/siliguri/story_8300563.asp,256,1189382400000.0, ,Rhodong village near Rhey in East Sikkim,"destroyed a house, killed 1 and injured 1",Rhodong village near Rhey in East Sikkim,10km,landslide,rain,medium,unknown,0,0, , , ,GLC,256,27.3425,88.6236,India,IN,Sikkim,Tista,18.21,1396310400000.0,1606348800000,9865534.024266768,3166328.1530595133,2007-09-10
11957,Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-06-29/landslides-block-roads-in-rasuwa.html,7949,1467072000000.0, ,"Ramche, Rasuwa district, Nepal","Multiple landslides triggered by heavy rains have blocked Kalikasthan-Rasuwagadhi road section in Rasuwa district.Meanwhile, mudslides have blocked the road at Ramche, Gaun and Mulkharka areas in the district. Police said continuous mudslides have hinder","Ramche, Rasuwa district, Nepal",1km,mudslide,downpour,small,above_road,0,0, , , ,GLC,7949,28.0336,85.2178,Nepal,NP,Bagmati,Syaburbensi,20.13,1467244800000.0,1606348800000,9486402.102523036,3253210.6417527776,2016-06-28
11960,www.thehimalayantimes.com,http://www.thehimalayantimes.com/fullNews.php?headline=Surkhet-Jumla+route+disrupted+for+3+weeks+&NewsID=382987,5056,1373155200000.0, ,Daha Vdc Of Kalikot ,Vehicular movement on the Surkhet-Jumla route along the Karnali Highway still remains closed three weeks since it was disrupted due to landslides triggered by incessant rainfall. Landslips triggered by heavy rainfall in the beginning of rainy season in d,Daha Vdc Of Kalikot ,10km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5056,29.1309,81.6631,Nepal,NP,Karnali,Dhimni,10.9,1396310400000.0,1606348800000,9090694.708600184,3392317.2446950744,2013-07-07
11964,thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Floods%26sbquo%3B+landslides+take+their+toll+across+country&NewsID=294047,3704,1309564800000.0,08:00,Achham,"BAJURA: Continuous rainfall for the past few days has triggered floods and landslides in different parts of the country, throwing normal life out of the gear.  With continuous monsoon rains, reports of death, injury and displacement are also pouring in f",Achham,5km,landslide,downpour,medium,unknown,3,0, , , ,GLC,3704,29.0396,81.2519,Nepal,NP,Seti,Tolisain,19.02,1396310400000.0,1606348800000,9044920.133985989,3380687.1937120846,2011-07-02
11975,FluTrackers,http://www.flutrackers.com/forum/showthread.php?t=53065,428,1200441600000.0, ,"Panthihal, Srinagar-Jammu highway",highways blocked,"Panthihal, Srinagar-Jammu highway",50km,landslide,snowfall_snowmelt,medium,unknown,0,0, , , ,GLC,428,33.2537,75.2006,India,IN,Jammu and Kashmir,Chaunkri,18.05,1410739200000.0,1606348800000,8371292.499348655,3929027.0142270373,2008-01-16
11977,himachal.us,http://himachal.us/2010/09/22/heavy-rains-damage-roads-in-himachal-alert-sounded-in-kinnaur/22231/news/ravinder,2468,1284854400000.0, ,"Pulbhal(?)-Solan rd, Himachal Pradesh",(posted 9/22 but may cover events from past weeks)A police spokesman said that traffic on the Shimla- Kalka highway was disrupted near Solan. The beaten track of the Theog-Kotkhai-Jubbal road was blocked at several places because of landslides or traffic,"Pulbhal(?)-Solan rd, Himachal Pradesh",25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,2468,30.9035,77.0965,India,IN,Himachal Pradesh,Gannja,8.56,1396310400000.0,1606348800000,8582343.121943621,3620223.112589449,2010-09-19
11982,dnaindia,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-for-second-day-due-to-landslides_1508148,3115,1297555200000.0, ,"Srinagar-Jammu Natl. Hwy., at Digdole(Digdol)(9 km south of Panthal), Srinagar, Jammu and Kashmir","Fresh snowfall around Jawahar tunnel and landslides at Digdole and Panthal had resulted in closure of the 294-km Srinagar-Jammu national highway.  ...  Jammu-Srinagar National Highway, connecting Kashmir Valley to the outside world, remained closed for t","Srinagar-Jammu Natl. Hwy., at Digdole(Digdol)(9 km south of Panthal), Srinagar, Jammu and Kashmir",5km,landslide,snowfall_snowmelt,medium,unknown,0,0, , , ,GLC,3115,33.3037,75.1827,India,IN,Jammu and Kashmir,Gund,14.54,1410307200000.0,1606348800000,8369299.880463457,3935684.7880693274,2011-02-13
11988,eKantipur,http://www.ekantipur.com/2015/08/16/national/landslide-claims-3-of-a-family/409535.html,7316,1439596800000.0,23:00,"Namunabasti, Dailekh",The landslide triggered by heavy rainfall buried the house belonging to 25-year-old Tek Bahadur Badi.,"Namunabasti, Dailekh",5km,landslide,downpour,medium,urban,3,1, , , ,GLC,7316,28.8425,81.7097,Nepal,NP,Bheri,Katti,12.01,1439856000000.0,1606348800000,9095882.196871152,3355615.0459649796,2015-08-15
11990,www.nagalandpost.com,http://www.nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDA0MDQ4MQ%3D%3D-gEvw8J4DIOI%3D,5006,1372636800000.0, ,"Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road","Meanwhile, a massive landslide occurred at Thillong Village, Doyang along the state highway 1, Wokha to Merapani road. Chairman, Thillong Village Council, Wokha, Samuel, Y. Patton in a press release stated five residential buildings have been destroyed a","Thillong Village, Doyang Along State Highway 1, Wokha To Merapani Road",1km,landslide,downpour,medium,unknown,0,0, , , ,GLC,5006,26.1147,94.3864,India,IN,Nagaland,Yezami,20.45,1396310400000.0,1606348800000,10507045.98581024,3013293.9789011404,2013-07-01
11994,I Love Siliguri,http://ilovesiliguri.com/landslides-last-night-threatens-6-more-homes-at-finchaytaar-lodhoma-in-darjeeling/,9220,1469491200000.0,23:00,"Finchaytaar, Lodhoma, Darjeeling, India","Landslide in Finchaytaar, Lodhoma, Darjeeling. There was a landslide nearby recently that killed three. Locals think this is caused from the nearby hydro project that uses explosives. Those impacted by landslide were moved to community hall.","Finchaytaar, Lodhoma, Darjeeling, India",1km,landslide,downpour,unknown,unknown,0,0, , , ,GLC,9220,27.1027,88.1218,India,IN,West Bengal,Darjeeling,15.23,1469664000000.0,1606348800000,9809673.903786702,3136308.6266840566,2016-07-26
12003,Dawn,https://www.dawn.com/news/1342282/tourist-killed-in-kaghan-mudslide,9902,1498694400000.0, ,Fatal mudslide in Kaghan valley,"Mudslide kills one tourist and injures another in Kaghan valley, Pakistan","Lambi Patti (??), Kaghan Valley, Pakistan",25km,mudslide,rain,medium,natural_slope,1,1, , , ,GLC, ,34.78860948,73.51484236,Pakistan,PK,North-West Frontier,Lari,3.06,1498780800000.0,1606348800000,8183634.817262983,4135190.9944173405,2017-06-29
12004,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=may2717/oth053,9785,1495756800000.0, ,Rockslide in North Sikkim,Large rockslide blocks rural road,"Toong-Sankalang road between Saffo and Ship-Gyer, North Sikkim",5km,landslide,rain,medium,above_road,0,0, , , ,GLC, ,27.54295099,88.59676956,India,IN,Sikkim,Mangan,8.46,1497571200000.0,1606348800000,9862547.272791607,3191471.6170314597,2017-05-26
12024,Himalayan Times,https://thehimalayantimes.com/nepal/landslides-obstruct-vehicular-movement-along-mechi-highway/,9749,1496534400000.0,22:00,Landslide in Tapeljung,Rain causes landslide to block Mechi highway,Mechi highway near the Khokse River at Dokhu area of Phuling Municipality in Taplejung district.,exact,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC, ,27.33861278,87.67107225,Nepal,NP,Mechi,Libang,11.07,1497571200000.0,1606348800000,9759499.119836343,3165841.012496256,2017-06-04
12032,The Tribune,http://www.tribuneindia.com/news/himachal/tourists-stranded-as-manali-leh-road-blocked-due-to-landslide/428780.html,10025,1498694400000.0,00:00,Landslide on Manali-Leh highway,"Hundreds of commuters stranded on the blocked Manali-Leh National Highway, large number of vehicles are stuck in traffic jam, tourists stranded. Caused by incessant rainfall on 6/27. Baralacha pass isolated.","Patseu, Lahul & Spiti, Himachal Pradesh",25km,landslide,rain,medium,above_road,0,0, , , ,GLC, ,32.76390852,77.28272548,India,IN,Himachal Pradesh,Gushai,37.45,1498694400000.0,1606348800000,8603073.64788391,3864008.5326856915,2017-06-29
12047,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/chardham-yatra-suspended-due-to-rains/752982.html,3749,1310169600000.0, ,Badrinath,"Dehra Dun, Jul 9 (PTI) The 'Chardham' yatra in Garhwal Himalayas was temporarily suspended today due to inclement weather and landslides triggered by incessant rains along the yatra route.Landslides struck a number of places leading to the four shrines o",Badrinath,25km,landslide,downpour,medium,unknown,0,0, , , ,GLC,3749,30.7412,79.4929,India,IN,Uttaranchal,Saraswati,1.07,1396310400000.0,1606348800000,8849109.149680624,3599184.450177351,2011-07-09
12053,Business Standard,http://www.business-standard.com/article/current-affairs/himachal-heavy-rains-trigger-landslides-near-mandi-tourists-stranded-117062600956_1.html,9840,1498521600000.0, ,Landslide in Khaliyar area on Mandi-Pathnakot Highway,Heavy rains triggered landslide at several places. The Mandi-Pathankot national highway was blocked for more than four hours due to a landslide near Mandi and many vehicles were stranded. Mandi had 78.2 mm of rain in past day.,"NH-20, Khaliar Area, Mandi, Himachal Pradesh, 175001",1km,landslide,downpour,small,above_road,0,0, ,http://bsmedia.business-standard.com/_media/bs/img/article/2017-06/27/full/1498544517-7593.jpg, ,GLC, ,31.72415448,76.93732121,India,IN,Himachal Pradesh,Mandi,1.59,1498694400000.0,1606348800000,8564623.419984413,3727155.8323790384,2017-06-27
12064,Himalayan Times,https://thehimalayantimes.com/nepal/landslides-obstruct-vehicular-movement-along-mechi-highway/,9747,1496534400000.0,22:00,Landslide in Tapeljung,Rain causes landslide to block Mechi highway,Mechi highway near the Khokse River at Dokhu area of Phuling Municipality in Taplejung district.,exact,landslide,continuous_rain,medium,above_road,0,0, , , ,GLC, ,27.33861278,87.67107225,Nepal,NP,Mechi,Libang,11.07,1497571200000.0,1606348800000,9759499.119836343,3165841.012496256,2017-06-04
12069,Mirpur TV,https://mirpur.tv/woman-daughter-killed-in-neelam-landslide-mirpur-tv/,9748,1496534400000.0, ,Landslide in Neelam Valley,Large landslide occurs in Neelam Valley,"Kutton Area, Neelam valley",25km,landslide,unknown,large,above_road,2,0, ,https://mirpur.tv/woman-daughter-killed-in-neelam-landslide-mirpur-tv/, ,GLC, ,34.56101506,73.86293399,Pakistan,PK,Azad Kashmir,Kishanganga,17.67,1497571200000.0,1606348800000,8222384.200709263,4104383.715863135,2017-06-04
12092,Arunachal Times,http://www.arunachaltimes.in/landslide-disrupts-water-supply-again/,9834,1498003200000.0,07:00,Landslide in Itanagar,Landslide disrupts water supply pipeline,"Poma, 6km away from Itanagar",1km,landslide,rain,small,natural_slope,0,0, ,http://www.arunachaltimes.in/wp-content/uploads/2017/06/Landslide-disrupts-water-supply-again.jpg, ,GLC, ,27.05880384,93.54136779,India,IN,Arunachal Pradesh,Kaolakhat,48.47,1498089600000.0,1606348800000,10412977.430489127,3130820.435241826,2017-06-21
12094,Hindustan Times,http://www.hindustantimes.com/india-news/pilgrim-dies-as-landslide-hits-vaishno-devi-track/story-9K4XOYIj7l98psJ3d1iodO.html,9886,1498780800000.0,12:00,Landslide hits path to Vaishno Devi shrine,Landslide on footpath kills one pilgrim and injures 8 others,"Himtoki Route, Jammu and Kashmir",1km,landslide,rain,medium,above_road,1,8, , , ,GLC, ,33.01346369,74.93530189,India,IN,Jammu and Kashmir,Riasi,12.65,1498780800000.0,1606348800000,8341759.648389758,3897091.1789106284,2017-06-30
12101,The Himalayan Times,https://thehimalayantimes.com/nepal/rainfall-triggered-landslide-sweeps-away-house-pokhara/,9838,1498521600000.0,01:00,Landslide in Kaskikot,"Destroyed house, blocked one lane of Pokhara-Baglung road, caused 1 injury. Triggered by incessant rainfall around 1:00am.",School,5km,landslide,continuous_rain,medium,above_road,0,1, , , ,GLC, ,28.28120123,83.86441477,Nepal,NP,Gandaki,Chanarung,12.64,1498694400000.0,1606348800000,9335743.947427018,3284473.312637806,2017-06-27
12102,Arunachal Times,http://www.arunachaltimes.in/pipeline-damaged-in-poma-water-crisis-lingers-on/,9743,1496534400000.0, ,Landslide near Itangar,"Landslide damaged a water pipe near Poma, outside of Itangar","Poma River, west of Itangar",5km,landslide,unknown,medium,natural_slope,0,0, ,http://www.arunachaltimes.in/wp-content/uploads/2017/06/Pipeline-damaged-in-Poma-water-crisis-lingers-on-300x206.jpg, ,GLC, ,27.05909317,93.54235868,India,IN,Arunachal Pradesh,Kaolakhat,48.48,1497571200000.0,1606348800000,10413087.73630464,3130856.601055563,2017-06-04
12107,Daily Excelsior,http://www.dailyexcelsior.com/one-killed-two-injured-landslide/,9726,1496880000000.0,05:00,Landslide in Jammu and Kashmir,"Landslide occurred in Dungi area, killing one","Dungi area, Jammu and Kashmir",25km,landslide,unknown,small,natural_slope,1,2, , , ,GLC, ,33.35149269,74.23352995,India,IN,Jammu and Kashmir,Rajauri,6.3,1497484800000.0,1606348800000,8263638.753375948,3942052.21494696,2017-06-08
12108,Hindustan Times,http://www.hindustantimes.com/india-news/eight-killed-in-factory-wall-collapse-in-himachal-s-baddi-due-to-storm/story-zdzkA2onoBy2evzZnHxvHJ.html,9707,1496793600000.0,01:00,Factory Wall collapse landslide in Baddi,"Rains caused an old factory wall to collapse, creating a landslide", ,5km,landslide,rain,medium,urban,8,9, , , ,GLC, ,30.94222039,76.80054202,India,IN,Himachal Pradesh,Nalagarh,13.53,1497484800000.0,1606348800000,8549397.230313819,3625247.6328802225,2017-06-07
12110,Ekantipur,http://kathmandupost.ekantipur.com/news/2016-08-21/landslides-floods-hit-hydro-projects.html,9885,1498780800000.0, ,Landslide in Lamjung,"Landslides and floods have taken their toll on under-construction hydropower projects in the district.  Works such as tunnel digging, penstock piping and power house construction have come to a standstill.","Lamjung, Nepal",25km,landslide,flooding,medium,above_river,0,0, , , ,GLC, ,28.301686,84.386742,Nepal,NP,Gandaki,Ma-hsun-ti Ho,7.06,1498780800000.0,1606348800000,9393889.149143362,3287063.0117476075,2017-06-30
12114,The Indian Express,http://indianexpress.com/article/cities/chandigarh/dozen-landslides-in-48-hours-kalka-shimla-drive-takes-dangerous-turn-4727296/,9870,1498694400000.0, ,Landslides after incessant rain on NH 22,Over a dozen landslides in 48 hours on NH 22 between Parwanoo and Solan. Triggered by early monsoon-like rains.,"NH-22, Kasauli Sub-District, Solan, Himachal Pradesh, 173220",10km,landslide,monsoon,medium,above_road,0,0, ,http://images.indianexpress.com/2017/06/himalaya-759.jpg, ,GLC, ,30.86642127,76.99790295,India,IN,Himachal Pradesh,Kalka,6.79,1498780800000.0,1606348800000,8571367.348766543,3615413.5267234067,2017-06-29
12118,The Indian Express,http://indianexpress.com/article/india/hundreds-stranded-as-jk-highway-closed-after-landslides-in-ramban-udhampur-4715793/,9836,1498003200000.0, ,Landslides in Jammu and Kashmir - Bali Nallah,Boulders from hill fell and blocked roadway,"Bali Nallah area, near Udhampur",5km,rock_fall,rain,small,above_road,0,0, , ,Part of an article that covers multiple incidents,GLC, ,32.94818322,75.12206351,India,IN,Jammu and Kashmir,Udhampur,3.34,1498089600000.0,1606348800000,8362549.857384485,3888428.1699405205,2017-06-21
12120,Tribune India,http://www.tribuneindia.com/news/himachal/heavy-rain-triggers-landslide-in-mandi-one-injured/280572.html,9852,1470700800000.0, ,Landslide in Manali,Manali has received heavy rain in the past 24 hours. The regional meteorological department claimed the state has received 257 per cent excess rain in the past 24 days alone and predicted more over the next few days. Landslide took out two buses.,"Manali, Himachal Pradesh, India",5km,landslide,downpour,small,above_road,0,1, , , ,GLC, ,31.70779,76.932771,India,IN,Himachal Pradesh,Mandi,0.73,1498694400000.0,1606348800000,8564116.893035531,3725014.3478821237,2016-08-09
12128,The Mandate,http://www.themandate.in/2017/06/22/bhairon-ghati-track-closed-landslide-reopens-vaishno-devi-pilgrims/,9826,1498003200000.0,22:00,Landslide in Trikuta Hills,Landslide closed Bhairon Ghati track to Shri Mata Viashno Devi,"Bhairon Ghati track to Shri Mata Vaishno Devi, Katra, Reasi district, Trikuta Hills",1km,landslide,rain,small,natural_slope,0,0, , , ,GLC, ,33.01739981,74.93828041,India,IN,Jammu and Kashmir,Riasi,12.61,1498089600000.0,1606348800000,8342091.216164755,3897613.7246895186,2017-06-21
12131,WebIndia,http://news.webindia123.com/news/Articles/India/20170606/3118947.html,9741,1496620800000.0,20:00,"Landslide in Darjeeling area, Sonada",Rain-caused landslide buries old woman in Sonada region,"Daragoan (?) in Sonada area, Darjeeling",10km,landslide,rain,medium,urban,1,2, , , ,GLC, ,26.9653186,88.2667225,India,IN,West Bengal,Darjeeling,8.42,1497571200000.0,1606348800000,9825806.602134593,3119139.4336384744,2017-06-05
12137,NDTV,http://www.ndtv.com/india-news/nainital-highway-closed-due-to-heavy-landslide-1445313,9864,1471305600000.0, ,Landslide on Highway 87,"Heavy rains triggered a massive landslide in Uttarakhand, leading to closure of the highway connecting Nainital to Rampur and affecting supplies to this popular tourist town. Earth movers were employed but the rock could not be moved. Later more machines","Highway 87, near Doa Goan, Uttarakhand",5km,landslide,rain,medium,above_road,0,0, , , ,GLC, ,29.350849,79.451264,India,IN,Uttaranchal,Nainital,5.26,1498780800000.0,1606348800000,8844474.251361953,3420377.489699836,2016-08-16
12139,Ekantipur,http://kathmandupost.ekantipur.com/news/2016-08-10/monsoon-continues-to-wreak-havoc.html,9842,1470700800000.0, ,"Landslide in Mugu, Nepal", ,"Mugu, Nepal",50km,landslide,flooding,large,natural_slope,0,0, , ,"Around two dozen houses were destroyed by floods and landslides, causing damage to property worth Rs 20 million. They were unable to distribute sufficient relief materials to the affected families due to lack of budget.",GLC, ,29.48,82.2896,Nepal,NP,Karnali,Salim,10.7,1498694400000.0,1606348800000,9160436.369582172,3436882.2903238917,2016-08-09
